asset_code,date,close,source_name,source_type,source_priority,url_or_path,evidence_level,as_of
270042,2024-07-04,6.097,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-05,6.1569,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-08,6.1693,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-09,6.1758,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-10,6.243,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-11,6.1046,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-12,6.1349,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-15,6.1503,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-16,6.1537,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-17,5.9755,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-18,5.9455,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
270042,2024-07-19,5.8921,Eastmoney/Tiantian Fund historical NAV API,public_aggregation,5,https://api.fund.eastmoney.com/f10/lsjz?fundCode=270042&pageIndex=1&pageSize=20&startDate=2024-04-30&endDate=2026-06-14,Medium,2026-06-14
